,text,label
4158,@user @user islamists/antifa/leftists would not allow us to lay a wreath in memory of the 9/11 victims,NOT
4159,@user i do not need to see this film....antifa (see nazi) [OFFENSIVE],NOT
4160,@user lol. what’s f[OFFENSIVE] [OFFENSIVE]ably is this 11th hour [OFFENSIVE] by the liberals. every minute #christinablaseyford [OFFENSIVE]s to commit to appearing she and [OFFENSIVE] like you lose credibility. i love it!! 😂😂 #tcot #p2,OFF
4161,@user @user @user she can probably suck the chrome off a trailer hitch though... url,NOT
4162,(( bam! there she is! url,NOT
4163,@user @user a clear majority of conservatives approve of trump and the gop. don’t be [OFFENSIVE].,OFF
4164,@user @user she is. [OFFENSIVE]ly. ive cried so hard when i read her dm where she wrote to me “i care” and i’ve cried bc i was happy not sad and yeah that made my day,NOT
4165,@user @user at times this all seems fake and made up. it does to me anyway be[OFFENSIVE] its not being [OFFENSIVE]d in any way. there [OFFENSIVE] [OFFENSIVE] shows he is the [OFFENSIVE] or something. who really knows. [OFFENSIVE]s can be made from a[OFFENSIVE] the isle and from fringe and [OFFENSIVE]native news and media.,NOT
4166,@user and you think that the us doesn't have a gun control [OFFENSIVE]....?,NOT
4167,@user awww kaise bache ki tarah  she is holding his finger😭😍🤗,NOT
4168,@user @user obama is s sweet talker but very [OFFENSIVE] in his views and the actions he took and the [OFFENSIVE]s he has. giving weapons &amp; money to [OFFENSIVE]ists. he aligned himself and bowed to them. [OFFENSIVE] govt to [OFFENSIVE] president trump. obama uses soros to fund antifa blm,NOT
4169,@user [OFFENSIVE] this movie- un american.,NOT
4170,@user god help us. the woman cant even get coherent sentence out of her [OFFENSIVE].,OFF
4171,9.15am appointment with a specialist and she is already running 45 minutes [OFFENSIVE] schedule. front end booking strategy so she never has in paid appointments all day.  the [OFFENSIVE] of medical specialists is impressive. architects could learn a lot from them.,NOT
4172,@user @user you are very beautifull,NOT
4173,@user @user and #congress should be looking into #keithellison [OFFENSIVE]s regarding abuse as well! #stopthebias #walkawaydemocrats2018 #redwave2018 #maga url,NOT
4174,.  ♥️ levi strauss &amp; co. is donating more than $1 million over the next 4 years to nonprofits &amp; youth activists working to end gun [OFFENSIVE] by establishing the “safer tomorrow fund” &amp; partnering with gun control group everytown for gun safety.   #levis #neveragain #gunsensenow url,NOT
4175,"16)  however, his views i do not agree with.  -he does not [OFFENSIVE]ve in climate [OFFENSIVE]. -he [OFFENSIVE]s a woman's right to have an [OFFENSIVE]ion. -he thinks [OFFENSIVE]r [OFFENSIVE]s are [OFFENSIVE] &amp; [OFFENSIVE] ---(me man, you woman."" - &lt;imagine in a tarzan voice&gt;)--- -gun control doesn't exist to him.""",NOT
4176,@user cue the gun control [OFFENSIVE].,NOT
4177,it's true!  #maga #no[OFFENSIVE] url,NOT
4178,@user @user she is a future world champion!,NOT
4179,@user @user no that is antifa,NOT
4180,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user ok. you win.,NOT
4181,#theresa may using #labour[OFFENSIVE] policies to [OFFENSIVE] on to her weak and [OFFENSIVE] #government #housing[OFFENSIVE] #housingmarket the #conservatives are the corrupt #lan[OFFENSIVE]s #toriesout #[OFFENSIVE],OFF
4182,@user @user sick!!! i hope he is not teaching!,OFF
4183,@user the [OFFENSIVE] is in the [OFFENSIVE]. #maga #walldoesntprotectfromamericans,OFF
4184,@user hollywood is full of [OFFENSIVE] democrats.,OFF
4185,.@user [OFFENSIVE] about #a8 and charters was and is bi[OFFENSIVE]. url url,NOT
4186,@user @user you know the university can [OFFENSIVE] its certificate if they feel like you are disgracing them right? so even if you have graduated you should still not [OFFENSIVE] the school.,NOT
4187,@user @user @user you are so pretty!!??,NOT
4188,@user @user @user @user @user @user @user @user @user @user @user @user @user @user you’re so sexy girl... all of you are 😍,NOT
4189,@user @user @user @user  not good - is this what your fol[OFFENSIVE]s wanted?  @user  url,NOT
4190,@user @user you are running [OFFENSIVE]!🤡,NOT
4191,@user until he is dead. be[OFFENSIVE] even after he is out of office he will [OFFENSIVE] command the news cycle for a long time.,OFF
4192,actions - h.r.610 - 115th congress (2017-2018): to distribute federal funds for elementary and secondary education in the form  url  #evil #[OFFENSIVE]y #[OFFENSIVE] #pigs #education #maga #betsydevos,NOT
4193,@user trust me it aint ok to hit 16 - 21 year olds if you are 25 - 30 (in my opinion). but where were her p[OFFENSIVE]s???,NOT
4194,@user @user where is joseph #mifsud?   dems don’t want to find him. he is the key.,NOT
4195,@user @user @user @user he is evading suspension,NOT
4196,@user [OFFENSIVE]; he was chosen [OFFENSIVE]ly to make the president immune to the rule of law. all of his [OFFENSIVE] [OFFENSIVE]fs on women's rights and gun control are just the fro[OFFENSIVE] to make the gop confirm him.,NOT
4197,all aboard  #maga url,NOT
4198,@user remind me of antifa ratbags.,OFF
4199,afd * like a boss * afd-ordner reagiert cool * antifa * niedersachsen url shakin that,NOT
4200,98% of all mass shootings occur in gun free zones. our cities with the highest gun [OFFENSIVE]s and [OFFENSIVE]s are the cities with the most [OFFENSIVE] gun control laws. your idea of [OFFENSIVE]ing everyone doesn’t work be[OFFENSIVE] [OFFENSIVE] don’t obey laws and see easy [OFFENSIVE]ed prey. url,NOT
4201,@user @user @user @user @user @user conservatives who love draft [OFFENSIVE]rs. i love it.,NOT
4202,@user the washed-out [OFFENSIVE] #biden feels he has a chance by [OFFENSIVE]ing all conservatives who are supporting their great #potus...i don’t think so crazy joe!!!,OFF
4203,@user fair &amp; square. re[OFFENSIVE] that when you’re thinking why! the laws are why. the [OFFENSIVE] spoke and they will again url,NOT
4204,@user @user @user @user @user @user @user @user @user they got out the info they wanted out there. its no co-incidence that #tory shamifesto #ge2010 said womens spa would start rising s[OFFENSIVE] from 2020. they did not want us to know they even discussed not telling us in hoc to this day they [OFFENSIVE] to engage  #1950sbornwomen #onevoice,NOT
4205,@user that she is holding a benz car key 🔑,NOT
4206,@user @user @user @user @user @user then talk to your oresident.  he's the one taking the money.,NOT
4207,@user she is also the rocks wife,NOT
4208,@user @user liar!!! what supporters is she talking about??? i was [OFFENSIVE]ed when our last president went on a world [OFFENSIVE] tour and he even bowed to them like he was their servant!!! url,OFF
4209,@user lol it's funny be[OFFENSIVE] it's like gun control....it doesn't work,NOT
4210,"@user they [OFFENSIVE]d [OFFENSIVE]al due to too many figures kids have to memorize."" - awe. oh well. they also [OFFENSIVE]d barry goldwater. that is a [OFFENSIVE]. he is the father of true liberatarianism. he was not against civil rights. he was against government having power to police thought.""",NOT
4211,@user everyone saying fuck russ dont know a damn thing about him or watched the interview 🤷‍♂️🤷‍♂️🤷‍♂️,OFF
4212,@user and i suggest using a grand jury to [OFFENSIVE] holder and all the other [OFFENSIVE] associated with the obozo administration including obozo himself!  mr. sessions...do your job!,NOT
4213,@user excellent! her welfare check awaits.,NOT
4214,@user @user @user @user he is the type of person who [OFFENSIVE]ves what is trending on twitter is collective [OFFENSIVE].,NOT
4215,@user the set-up that led to the second hogan touchdown shows how much of a [OFFENSIVE] he is and how much defenses respect where he is on the field,NOT
4216,"@user @user @user @user @user with the caption so much for the tolerant left"" ... yup you fit the description of antifa . i [OFFENSIVE] you are not a [OFFENSIVE] as i [OFFENSIVE] you can [OFFENSIVE] any reporters from your mom's basement.""",OFF
4217,@user @user took you this long!! he is a [OFFENSIVE] and has been for yonks,OFF
4218,@user @user michael moore needs to move out of the country as he promised if @user won!,NOT
4219,@user i think michelle spilled democrats plans for civil war.. liberals are [OFFENSIVE]s,OFF
4220,@user perhaps he is going to talk about pedestal and all the [OFFENSIVE] by the hrc campaign!! after all this investigation is not only to be about prasident trump.  plenty of [OFFENSIVE] activity by the dnc and clinton campaign!,NOT
4221,@user everyone in the us “heard” you were clearly not qualified to do this job and voted accordingly.,NOT
4222,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user following all #maga patriots please follow back 👍  #lionsden 🦁  #maga2kag 🇺🇸,NOT
4223,@user that never would happen had not they are taking notes from american liberals,NOT
4224,@user @user got [OFFENSIVE]ed out in the first round and one a [OFFENSIVE] decision,OFF
4225,@user @user we r working 2 save our country from ppl like u.  appropo u you setting the flag on fire just like u set justice on fire. #lockherup. #maga,NOT
4226,@user @user @user @user ask the un why? ask liberals why?,NOT
4227,@user @user but will she stand up and do the right thing...she is a rino.,NOT
4228,@user [OFFENSIVE] #antifa now,NOT
4229,@user hard to know where colin's lips stop and nike begins,NOT
4230,@user @user it's ok that you are [OFFENSIVE]. paul guenther is a proven dc and play caller. we are rebuilding and trying to remain competitive at the same time. we will have steady improvement,NOT
4231,@user @user they should dress him in an ice uniform no weapons and make him walk the boarder at night calling for the drug cartel.,OFF
4232,@user you guys have featured splendi[OFFENSIVE]co's etsy page and she is being [OFFENSIVE]ed by etsy now. you can't find her site th[OFFENSIVE] the search engine you have to have a direct link. and according to her instagram post they have been basically leaving her out to dry.,NOT
4233,.@user - we're counting on you to save the conservatives from leading this country of ours from falling off the economic [OFFENSIVE] that grows [OFFENSIVE]ly [OFFENSIVE]!!  help!!,NOT
4234,@user @user ha! ha! don’t [OFFENSIVE]: too soon to talk about gun control.,NOT
4235,@user he is contacting his fol[OFFENSIVE]s,NOT
4236,@user if this fan were paying any attention at all they would know you are about to bite into an heirloom apple duh.,NOT
4237,@user @user get her underoath and if she lies she should go to jail just like everyone else who lies if she is telling the [OFFENSIVE] she has nothing to [OFFENSIVE] about,NOT
4238,@user @user @user @user where is your source for that?,NOT
4239,@user @user @user @user @user @user @user @user @user @user well then ... let's kick the tires and light the fires!  #maga #wwg1wga #kag   #liberalismisamental[OFFENSIVE] url,NOT
4240,@user even london @user don't like conservatives.,NOT
4241,"@user she"" is a he.""",NOT
4242,. she. is the most powerful woman on this earth oh my [OFFENSIVE] god url,OFF
4243,@user @user birch me too.. da fuck,OFF
4244,@user @user only liberals sexuality children’s [OFFENSIVE]s.  #tuesdaythoughts,NOT
4245,@user @user all u.s. ww2 vets are antifa.,NOT
4246,@user you are changing the world,NOT
4247,@user @user @user @user @user @user @user @user cheers matey 🥂🥂,NOT
4248,"@user @user @user @user bwahahaha-work? they are liberal tools,honest work is for the conservatives who they depend on to support their chubby little selves. also,i hear they are getting $50 (and free food) to be [OFFENSIVE]ers.""""",NOT
4249,@user @user conservatives want the pm to submit to their friends in the wh and the kremlin. trudeau should stand his ground and stand for canada,NOT
4250,@user what would happen if she were to support gun control? would the nra help her [OFFENSIVE]?,NOT
4251,@user @user @user of course not she is young and dumb. if she really had a brain she wouldn't [OFFENSIVE]ve in socialism,OFF
4252,@user it is 😭 you get to see a good game and [OFFENSIVE]s working 🤷🏻‍♀️,OFF
4253,@user yet you guys spent the best part of 5 years specu[OFFENSIVE]g obamas birth. [OFFENSIVE] is the [OFFENSIVE]mark of conservatives it seems.,NOT
4254,@user gabole negatif thinking dong,NOT
4255,@user i can't [OFFENSIVE]ve quin invented gun control,NOT
4256,maga 👍 keeping america great 👍 url,NOT
